,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0409267,SUNCOR ENERGY INC.,01,1502.0M,126.5M E,MCMURRAY,593M,0409267,05,106/13-10-095-06W4/02 N,BITUMEN,04-10-095-06W4,CRUDE,106/13-10-095-06W4/02,SUNCOR P6P6 FIREBAG 13-10-95-6,2018,57.2223432352,-110.88957915
0454734,CENOVUS FCCL LTD.,01,1800.0M,621.9M W,MCMURRAY,676.5M,0454734,05,102/08-24-070-05W4/03 S,BITUMEN,10-13-070-05W4,CRUDE,102/08-24-070-05W4/03,CVE FCCL W10P01 FISHER 8-24-70-5,2018,55.0620129502001,-110.6183789702
0489011,SURGE ENERGY INC.,01,2550.0M,216.7M W,SPARKY,680.2M,0489011,05,100/02-16-039-02W4/00 N,OIL,01-21-039-02W4,CRUDE,100/02-16-039-02W4/00,SURGE ENERGY HZ PROVOST 2-16-39-2,2018,52.3626404228001,-110.2233904746
0489012,CANADIAN NATURAL RESOURCES LIMITED,01,694.0M,591.6M W,LLOYDMINSTER,686.2M,0489012,05,100/07-06-058-05W4/00 S,BITUMEN,10-06-058-05W4,CRUDE,100/07-06-058-05W4/00,CNRL 7C LNDBRGH 7-6-58-5,2018,53.985667803,-110.7254263898
0489013,CANADIAN NATURAL RESOURCES LIMITED,01,557.0M,544.2M W,LLOYDMINSTER,686.2M,0489013,05,100/10-06-058-05W4/00 S,BITUMEN,10-06-058-05W4,CRUDE,100/10-06-058-05W4/00,CNRL 10D LNDBRGH 10-6-58-5,2018,53.985667803,-110.7254263898
0489014,CANADIAN NATURAL RESOURCES LIMITED,01,685.0M,576.1M W,LLOYDMINSTER,686.2M,0489014,05,100/11-06-058-05W4/00 S,BITUMEN,10-06-058-05W4,CRUDE,100/11-06-058-05W4/00,CNRL 11D LNDBRGH 11-6-58-5,2018,53.985667803,-110.7254263898
0489015,CANADIAN NATURAL RESOURCES LIMITED,01,692.0M,561.7M W,LLOYDMINSTER,686.2M,0489015,05,100/15-06-058-05W4/00 S,BITUMEN,10-06-058-05W4,CRUDE,100/15-06-058-05W4/00,CNRL 15B LNDBRGH 15-6-58-5,2018,53.985667803,-110.7254263898
0364710,PARAMOUNT RESOURCES LTD.,02,2159.0M,W 643.2M,DEBOLT,780.4M,0364710,05,S 599.2M,WATER,10-09-064-21W5,RESUMPTIONINJECTION,100/10-09-064-21W5/03,PARA TONY CKN 10-9-64-21,2018,54.5255746468001,-117.1040093952
0489016,HUSKY OIL OPERATIONS LIMITED,02,4440.0M,W 1619.1M,RIVER,929.5M,0489016,05,S 9.0M,GAS,13-29-064-06W6,PRODUCTION,100/01-29-064-06W6/00,HUSKY HZ KAKWA 1-29-64-6,2018,54.5693267882001,-118.8711616868
0489017,PARAMOUNT RESOURCES LTD.,02,6108.0M,W 442.9M,NOTIKEWIN,1063.2M,0489017,05,S 780.3M,GAS,10-05-056-22W5,PRODUCTION,100/02-29-055-22W5/00,PARA HZ WILD RIV 2-29-55-22,2018,53.8124093600001,-117.2245740346
0489018,TOURMALINE OIL CORP.,02,4885.0M,W 548.6M,RIVER,1206.3M,0489018,05,N 72.9M,GAS,02-20-061-06W6,PRODUCTION,103/13-20-061-06W6/00,TOURMALINE HZ 103 KAKWA 13-20-61-6,2018,54.2853685358,-118.8524300988
0489019,TOURMALINE OIL CORP.,02,4695.0M,W 543.6M,RIVER,1206.2M,0489019,05,N 72.7M,GAS,02-20-061-06W6,PRODUCTION,102/16-20-061-06W6/00,TOURMALINE HZ 102 KAKWA 16-20-61-6,2018,54.2853685358,-118.8524300988
0489020,TAMARACK ACQUISITION CORP.,02,1899.0M,308.0M W,VIKING,779.7M,0489020,05,102/11-34-034-09W4/00 S,OIL,15-33-034-09W4,CRUDE,102/11-34-034-09W4/00,TAC 15-33 HZ 102 PROVOST 11-34-34-9,2018,51.9632429424,-111.2123541712
0489021,TAMARACK ACQUISITION CORP.,02,2021.0M,291.9M W,VIKING,779.7M,0489021,05,102/14-34-034-09W4/00 S,OIL,15-33-034-09W4,CRUDE,102/14-34-034-09W4/00,TAC 15-33 HZ 102 PROVOST 14-34-34-9,2018,51.9632429424,-111.2123541712
0489022,TAMARACK ACQUISITION CORP.,02,1855.0M,300.0M W,VIKING,779.7M,0489022,05,103/14-34-034-09W4/00 S,OIL,15-33-034-09W4,CRUDE,103/14-34-034-09W4/00,TAC 15-33 HZ 103 PROVOST 14-34-34-9,2018,51.9632429424,-111.2123541712
0489023,MODERN RESOURCES INC.,03,2786.6M,E 159.5M,CARDIUM,986M,0489023,05,N 95.0M,OIL,04-09-066-08W6,CRUDE,102/01-09-066-08W6/00,MODERN 102 HZ WAPITI 1-9-66-8,2018,54.6929140534,-119.1482720248
0489024,MODERN RESOURCES INC.,03,2908.8M,E 158.6M,CARDIUM,985.7M,0489024,05,N 104.9M,OIL,04-09-066-08W6,CRUDE,102/08-09-066-08W6/00,MODERN 102 HZ WAPITI 8-9-66-8,2018,54.6929140534,-119.1482720248
