,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0487642,SEVEN GENERATIONS ENERGY LTD.,12,6300.0M,W 749.9M,MONTNEY,1006.1M,0487642,01,S 569.9M,GAS,10-16-062-04W6,PRODUCTION,102/02-10-062-04W6/00,7GEN HZ 102 KAKWA 2-10-62-4,2018,54.3654355984001,-118.5275833088
0487643,SEVEN GENERATIONS ENERGY LTD.,12,6300.0M,W 741.8M,MONTNEY,1005.6M,0487643,01,S 577.3M,GAS,10-16-062-04W6,PRODUCTION,100/08-10-062-04W6/00,7GEN HZ KAKWA 8-10-62-4,2018,54.3654355984001,-118.5275833088
0487644,SEVEN GENERATIONS ENERGY LTD.,12,6300.0M,W 733.6M,MONTNEY,1005.2M,0487644,01,S 584.8M,GAS,10-16-062-04W6,PRODUCTION,102/08-10-062-04W6/00,7GEN KAKWA 8-10-62-4,2018,54.3654355984001,-118.5275833088
0487645,SEVEN GENERATIONS ENERGY LTD.,12,6300.0M,W 83.4M,MONTNEY,947.6M,0487645,01,N 748.1M,GAS,08-03-064-04W6,PRODUCTION,104/07-09-064-04W6/00,7GEN HZ 104 KAKWA 7-9-64-4,2018,54.5039029712001,-118.5063606462
0487646,SEVEN GENERATIONS ENERGY LTD.,12,6300.0M,W 79.2M,MONTNEY,947.5M,0487646,01,N 758.3M,GAS,08-03-064-04W6,PRODUCTION,103/08-09-064-04W6/00,7GEN HZ 103 KAKWA 8-9-64-4,2018,54.5039029712001,-118.5063606462
0487647,SEVEN GENERATIONS ENERGY LTD.,12,6300.0M,W 75.1M,MONTNEY,947.5M,0487647,01,N 768.6M,GAS,08-03-064-04W6,PRODUCTION,108/09-09-064-04W6/00,7GEN HZ 108 KAKWA 9-9-64-4,2018,54.5039029712001,-118.5063606462
0487648,SEVEN GENERATIONS ENERGY LTD.,12,6300.0M,W 1623.3M,MONTNEY,947.1M,0487648,01,N 710.8M,GAS,05-02-064-04W6,PRODUCTION,109/09-09-064-04W6/00,7GEN HZ 109 KAKWA 9-9-64-4,2018,54.5038996890001,-118.4936200776
0487649,SEVEN GENERATIONS ENERGY LTD.,12,6300.0M,W 1619.2M,MONTNEY,947.2M,0487649,01,N 721.0M,GAS,05-02-064-04W6,PRODUCTION,110/09-09-064-04W6/00,7GEN HZ 110 KAKWA 9-9-64-4,2018,54.5038996890001,-118.4936200776
0487650,SEVEN GENERATIONS ENERGY LTD.,12,6300.0M,W 1615.0M,MONTNEY,946.9M,0487650,01,N 731.2M,GAS,05-02-064-04W6,PRODUCTION,100/12-10-064-04W6/00,7GEN HZ KARR 12-10-64-4,2018,54.5038996890001,-118.4936200776
0487651,PEYTO EXPLORATION & DEVELOPMENT CORP.,12,5000.0M,E 640.6M,NOTIKEWIN,1285.8M,0487651,01,N 5.2M,GAS,03-29-042-12W5,PRODUCTION,100/02-28-042-12W5/00,PEYTO LAWRNC 2-28-42-12,2018,52.6418046224001,-115.6947767512
0487652,VERMILION ENERGY INC.,12,4009.8M,E 75.0M,ELLERSLIE,1002.4M,0487652,01,S 285.4M,GAS,13-36-048-12W5,PRODUCTION,100/05-35-048-12W5/00,VEI HZ PEMBINA 5-35-48-12,2018,53.1872589090001,-115.6251806288
0487653,TEINE ENERGY LTD.,12,2732.0M,W 283.1M,LAKE,846.7M,0487653,01,S 101.0M,OIL,16-32-051-07W5,CRUDE,100/16-32-051-07W5/00,TEL BIGORAY 16-32-51-7,2018,53.4491380890001,-114.98666171
0487654,SITKA EXPLORATION LTD.,12,4120.0M,W 473.3M,ELKTON,1053.4M,0487654,01,S 74.9M,OIL,15-26-033-05W5,CRUDE,103/15-35-033-05W5/00,SITKA EXPL 103 HZ CAROL 15-35-33-5,2018,51.8619612202001,-114.5946324902
0487655,CREST JINN PETROLEUM CORPORATION,12,1400.0M,W 558.2M,RIVER,627.9M,0487655,01,N 88.9M,OIL,02-23-091-06W5,CRUDE,100/02-23-091-06W5/00,CREST JINN KIDNEY 2-23-91-6,2018,56.9026193216001,-114.8366819702
0487656,PARAMOUNT RESOURCES LTD.,15,5455.0M,E 70.0M,WOODBEND,954M,0487656,01,N 70.2M,OIL,04-21-039-04W5,CRUDE,102/06-29-039-04W5/00,PARA HZ 102 MEDRIV 6-29-39-4,2018,52.3644607478,-114.5197291318
0487657,PARAMOUNT RESOURCES LTD.,15,5684.0M,E 70.0M,DUVERNAY,955.8M,0487657,01,N 110.2M,OIL,04-21-039-04W5,CRUDE,100/16-09-039-04W5/00,PARA HZ MEDRIV 16-9-39-4,2018,52.3644607478,-114.5197291318
0487658,SINOPEC DAYLIGHT ENERGY LTD.,15,5750.0M,W 794.3M,MONTNEY,720.4M,0487658,01,N 274.7M,GAS,02-20-068-07W6,PRODUCTION,100/16-09-068-07W6/00,SINOPEC A WAPITI 16-9-68-7,2018,54.8964368468001,-119.0201753002
0487659,NUVISTA ENERGY LTD.,15,4245.0M,W 414.3M,MONTNEY,692.8M,0487659,01,S 643.5M,GAS,10-36-068-07W6,PRODUCTION,102/13-36-068-07W6/00,NUVISTA HZ ELM 13-36-68-7,2018,54.9327234112,-118.9184335898
0487660,GUNNARR RESOURCES INC.,15,2540.0M,E 500.4M,RIVER,511.5M,0487660,01,N 274.5M,OIL,03-35-095-05W5,CRUDE,100/03-02-096-05W5/00,GUNN PANNY 3-2-96-5,2018,57.2807455864,-114.6949799274
0487661,REPSOL OIL & GAS CANADA INC.,15,4486.0M,E 513.3M,RIVER,1171.2M,0487661,01,S 722.8M,GAS,11-31-055-22W5,PRODUCTION,100/07-06-056-22W5/00,ROGCI HZ WILD RIV 7-6-56-22,2018,53.7977511728001,-117.2616081636
0487662,REPSOL OIL & GAS CANADA INC.,15,5671.0M,E 503.3M,RIVER,1172.2M,0487662,01,S 723.8M,GAS,11-31-055-22W5,PRODUCTION,102/01-07-056-22W5/00,ROGCI HZ WILD RIV 1-7-56-22,2018,53.7977511728001,-117.2616081636
0487663,PEYTO EXPLORATION & DEVELOPMENT CORP.,15,4980.0M,W 745.5M,WILRICH,1218.1M,0487663,01,S 804.8M,GAS,10-08-055-20W5,PRODUCTION,100/02-05-055-20W5/00,PEYTO SUNDANCE 2-5-55-20,2018,53.7395674026001,-116.9272764144
