,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0428387,HUSKY OIL OPERATIONS LIMITED,02,1245.0M,67.4M E,MCMURRAY,457.5M,0428387,01,105/10-17-095-07W4/02 S,WATER,14-08-095-07W4,RESUMPTIONINJECTION,105/10-17-095-07W4/02,HUSKY C6F RE STEEPBK 10-17-95-7,2018,57.2295528080001,-111.1061937992
0440064,HUSKY OIL OPERATIONS LIMITED,02,1218.0M,295.0M E,MCMURRAY,460.6M,0440064,01,102/12-21-095-07W4/02 S,WATER,13-16-095-07W4,RESUMPTIONINJECTION,102/12-21-095-07W4/02,HUSKY M3F RE STEEPBK 12-21-95-7,2018,57.2441898948,-111.079112851
0447206,HUSKY OIL OPERATIONS LIMITED,02,1250.0M,315.8M W,MCMURRAY,456.2M,0447206,01,100/09-20-095-07W4/02 S,WATER,16-17-095-07W4,RESUMPTIONINJECTION,100/09-20-095-07W4/02,HUSKY LF5 RE STEEPBK 9-20-95-7,2018,57.2441874004001,-111.0928192622
0447684,CONOCOPHILLIPS CANADA RESOURCES CORP.,02,1681.0M,666.5M W,MCMURRAY,576.7M,0447684,01,105/10-23-083-06W4/02 N,BITUMEN,08-22-083-06W4,CRUDE,105/10-23-083-06W4/02,COPRC HZ 2642P10STK NEWBY 10-23-83-6,2018,56.2041068494001,-110.8513744954
0447786,CONOCOPHILLIPS CANADA RESOURCES CORP.,02,1724.0M,658.1M W,MCMURRAY,576.6M,0447786,01,107/10-23-083-06W4/02 N,BITUMEN,08-22-083-06W4,CRUDE,107/10-23-083-06W4/02,COPRC HZ 2642P11STK NEWBY 10-23-83-6,2018,56.2041068494001,-110.8513744954
0472413,GRIZZLY RESOURCES LTD.,02,1452.3M,E 119.7M,CREEK,687.6M,0472413,01,N 134.7M,OIL,04-32-078-07W6,CRUDE,100/16-29-078-07W6/02,GRL 100 HZ VALHALLA 16-29-78-7,2018,55.7972631824,-119.050090917
0487503,TORO OIL & GAS LTD.,02,2403.2M,699.3M W,VIKING,799.6M,0487503,01,100/08-25-035-09W4/00 N,OIL,08-26-035-09W4,CRUDE,100/08-25-035-09W4/00,TORO HZ PROVOST,2018,52.0281085392001,-111.174048957
0487504,TEINE ENERGY LTD.,02,2745.0M,W 630.1M,DUVERNAY,824.2M,0487504,01,S 101.0M,OIL,15-16-049-06W5,CRUDE,100/15-16-049-06W5/00,TEL PEMBINA 15-16-49-6,2018,53.2309602618001,-114.808705496
0487505,ARTIS EXPLORATION LTD.,02,5100.0M,W 160.0M,DUVERNAY,898.6M,0487505,01,N 479.7M,OIL,08-04-031-24W4,CRUDE,100/04-15-031-24W4/00,ARTIS TWINING 4-15-31-24,2018,51.6216806781667,-113.338390409
0487506,SITKA EXPLORATION LTD.,02,4450.0M,E 450.9M,ELLERSLIE,1123M,0487506,01,N 75.1M,GAS,03-09-034-05W5,PRODUCTION,102/01-04-034-05W5/00,SITKA EXPL 102 HZ CAROL 1-4-34-5,2018,51.8983309798001,-114.6535008226
