,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
0489476,TOURMALINE OIL CORP.,06,3300.0M,W 599.0M,LAKE,621.7M,0489476,06,N 624.0M,OIL,07-08-081-07W6,CRUDE,100/06-07-081-07W6/00,TOURMALINE HZ MULLIGAN 6-7-81-7,2018,56.0016548118334,-119.046722216167
0489477,TORXEN ENERGY LTD.,06,3255.0M,494.8M W,OSTRACOD,845.1M,0489477,06,102/01-14-027-20W4/00 N,OIL,08-23-027-20W4,CRUDE,102/01-14-027-20W4/00,TXNE 8B-23 HZ WAYNE,2018,51.3157187352001,-112.702840237
0489478,NORTH 40 RESOURCES LTD.,06,2901.0M,40.0M E,BANFF,821.2M,0489478,06,100/05-12-027-18W4/00 N,OIL,04-07-027-17W4,CRUDE,100/05-12-027-18W4/00,NORTH 40 HZ CESS,2018,51.2866253482001,-112.3863396668
0489479,BLACKSPUR OIL CORP.,06,3000.0M,751.5M W,SUNBURST,782.1M,0489479,06,100/07-19-020-16W4/00 S,OIL,10-20-020-16W4,CRUDE,100/07-19-020-16W4/00,BLACKSPUR HZ COUNTESS,2018,50.711746329,-112.1767775424
0489480,BLACKSPUR OIL CORP.,06,2500.0M,726.5M W,SUNBURST,782M,0489480,06,102/10-21-020-16W4/00 S,OIL,10-20-020-16W4,CRUDE,102/10-21-020-16W4/00,BLACKSPUR 102 COUNTESS,2018,50.711746329,-112.1767775424
0489481,TEINE ENERGY LTD.,06,5600.0M,W 619.9M,DUVERNAY,824.3M,0489481,06,S 101.0M,OIL,15-16-049-06W5,CRUDE,100/02-09-049-06W5/00,TEL HZ PEMBINA 2-9-49-6,2018,53.2309602618001,-114.808705496
0489482,TEINE ENERGY LTD.,06,5600.0M,W 283.4M,DUVERNAY,846.7M,0489482,06,S 111.3M,OIL,16-32-051-07W5,CRUDE,100/01-29-051-07W5/00,TEL HZ BIGORAY 1-29-51-7,2018,53.4491380890001,-114.98666171
0489483,DELPHI ENERGY CORP.,06,6650.0M,W 6.8M,MONTNEY,1230M,0489483,06,N 148.3M,GAS,01-18-059-23W5,PRODUCTION,102/15-19-059-23W5/00,DELPHI 102 HZ BERLR 15-19-59-23,2018,54.0963542942,-117.4288070234
0489484,CENOVUS FCCL LTD.,06,1650.0M,795.3M E,MCMURRAY,668.7M,0489484,06,102/01-15-070-04W4/00 N,BITUMEN,05-15-070-04W4,CRUDE,102/01-15-070-04W4/00,CVE FCCL NP07 FISHER 1-15-70-4,2018,55.0548583032001,-110.5292444686
0489485,STRATH RESOURCES LTD.,06,5900.0M,E 413.1M,MONTNEY,1051.9M,0489485,06,N 376.1M,GAS,03-05-062-03W6,PRODUCTION,106/14-08-062-03W6/00,STRATH HZ 106 KAKWA 14-8-62-3,2018,54.3291341280001,-118.414977238
0489486,YANGARRA RESOURCES CORP.,06,3670.0M,W 223.5M,CARDIUM,1067.7M,0489486,06,N 290.0M,OIL,01-26-041-07W5,CRUDE,100/01-23-041-07W5/00,YANGARRA HZ WILLGR 1-23-41-7,2018,52.5538170040001,-114.8916909196
0489487,YANGARRA RESOURCES CORP.,06,3660.0M,W 238.5M,CARDIUM,1068.7M,0489487,06,N 290.0M,OIL,01-26-041-07W5,CRUDE,102/01-23-041-07W5/00,YANGARRA HZ 102 WILLGR 1-23-41-7,2018,52.5538170040001,-114.8916909196
0489488,YANGARRA RESOURCES CORP.,06,3680.0M,W 253.5M,CARDIUM,1069M,0489488,06,N 290.0M,OIL,01-26-041-07W5,CRUDE,100/02-23-041-07W5/00,YANGARRA HZ WILLGR 2-23-41-7,2018,52.5538170040001,-114.8916909196
0489489,YANGARRA RESOURCES CORP.,06,3712.0M,W 268.5M,CARDIUM,1069.1M,0489489,06,N 290.0M,OIL,01-26-041-07W5,CRUDE,102/02-23-041-07W5/00,YANGARRA HZ 102 WILLGR 2-23-41-7,2018,52.5538170040001,-114.8916909196
0489490,YANGARRA RESOURCES CORP.,06,3766.0M,W 283.5M,CARDIUM,1069.8M,0489490,06,N 290.0M,OIL,01-26-041-07W5,CRUDE,103/02-23-041-07W5/00,YANGARRA HZ 103 WILLGR 2-23-41-7,2018,52.5538170040001,-114.8916909196
0489491,CRESCENT POINT ENERGY CORP.,07,4321.9M,E 490.4M,POINT,1224M,0489491,06,N 630.0M,OIL,06-22-066-13W5,CRUDE,100/05-15-066-13W5/00,CPEC HZ VIRG 5-15-66-13,2018,54.7218458958001,-115.8813954966
0489492,NAL RESOURCES LIMITED,07,5461.0M,102.3M W,CARDIUM,1242.8M,0489492,06,100/03-22-026-03W5/00 N,OIL,02-34-026-03W5,CRUDE,100/03-22-026-03W5/00,NAL HZ LOCHEND,2018,51.2572875360001,-114.3296446322
0489493,NAL RESOURCES LIMITED,07,4773.3M,149.5M W,CARDIUM,1244.5M,0489493,06,100/09-22-026-03W5/00 N,OIL,02-34-026-03W5,CRUDE,100/09-22-026-03W5/00,NAL HZ LOCHEND,2018,51.2572875360001,-114.3296446322
0489494,NAL RESOURCES LIMITED,07,3724.8M,125.9M W,CARDIUM,1244.1M,0489494,06,100/02-27-026-03W5/00 N,OIL,02-34-026-03W5,CRUDE,100/02-27-026-03W5/00,NAL HZ LOCHEND,2018,51.2572875360001,-114.3296446322
0489495,TOURMALINE OIL CORP.,07,4200.0M,W 156.1M,MONTNEY,838.3M,0489495,06,N 86.6M,OIL,01-11-077-08W6,CRUDE,100/15-03-077-08W6/00,TOURMALINE HZ PROGRESS 15-3-77-8,2018,55.6526285762001,-119.1148431922
0489496,TOURMALINE OIL CORP.,07,4200.0M,W 159.6M,MONTNEY,838.4M,0489496,06,N 78.6M,OIL,01-11-077-08W6,CRUDE,100/09-35-076-08W6/00,TOURMALINE HZ VALHALLA 9-35-76-8,2018,55.6526285762001,-119.1148431922
0489497,BONAVISTA ENERGY CORPORATION,07,5524.0M,W 527.6M,GLAUCONITIC,1026.3M,0489497,06,N 100.4M,GAS,02-01-041-07W5,PRODUCTION,100/02-25-040-07W5/00,BEC HZ WILLGR 2-25-40-7,2018,52.4956166328001,-114.8676826344
0489498,XTO ENERGY CANADA ULC,07,5700.0M,E 506.7M,DUVERNAY,929.7M,0489498,06,S 533.6M,GAS,11-35-060-20W5,PRODUCTION,100/12-02-061-20W5/00,XTO ET AL HZ KAYBOBS 12-2-61-20,2018,54.234383321,-116.891332663
0489499,PRAIRIE PROVIDENT RESOURCES CANADA LTD.,07,2552.0M,E 710.6M,GLAUCONITIC,753.5M,0489499,06,S 70.0M,OIL,14-01-019-11W4,CRUDE,103/14-12-019-11W4/00,PPR HZ 103 PRIN,2018,50.5808447420001,-111.4026208424
0489500,CENOVUS FCCL LTD.,08,1670.0M,801.4M E,MCMURRAY,668.7M,0489500,06,103/01-15-070-04W4/00 S,WATER,12-15-070-04W4,INJECTION,103/01-15-070-04W4/00,CVE FCCL NI07 FISHER 1-15-70-4,2018,55.0620317262001,-110.5292443238
0489501,WHITECAP RESOURCES INC.,08,3690.0M,E 113.0M,CARDIUM,916M,0489501,06,N 669.7M,OIL,05-32-066-08W6,CRUDE,100/06-33-066-08W6/00,WHITECAP HZ WAPITI 6-33-66-8,2018,54.7510865322,-119.1734643312
0489502,WHITECAP RESOURCES INC.,08,3900.0M,E 104.9M,CARDIUM,916.1M,0489502,06,N 663.8M,OIL,05-32-066-08W6,CRUDE,100/03-33-066-08W6/00,WHITECAP HZ WAPITI 3-33-66-8,2018,54.7510865322,-119.1734643312
0489503,TOURMALINE OIL CORP.,08,4900.0M,W 696.4M,RIVER,1256M,0489503,06,N 99.9M,GAS,02-17-052-22W5,PRODUCTION,100/04-08-052-22W5/00,TOURMALINE HZ LAMBERT 4-8-52-22,2018,53.4852367108001,-117.1977091788
0489504,VESTA ENERGY LTD.,08,6200.0M,E 706.9M,DUVERNAY,863M,0489504,06,N 717.7M,OIL,06-26-040-27W4,CRUDE,100/03-14-040-27W4/00,VESTA JOFFRE,2018,52.4646540972001,-113.7856833454
0489505,BONAVISTA ENERGY CORPORATION,08,3886.0M,W 487.5M,GLAUCONITIC,1025.9M,0489505,06,N 120.2M,GAS,02-01-041-07W5,PRODUCTION,100/15-01-041-07W5/00,BEC HZ WILLGR 15-1-41-7,2018,52.4956166328001,-114.8676826344
